,date,avg_temp,avg_humidity,avg_dewpoint,avg_barometer,avg_windspeed,avg_gustspeed,avg_direction,day_rainfall,month_rainfall,year_rainfall,max_rain_per_minute,max_temp,min_temp,max_humidity,min_humidity,max_pressure,min_pressure,max_windspeed,max_gustspeed,max_heat_index,weather_code
1829,2019-04-10,-0.06,78,-3.94,29.4,5.2,8.3,282,3.3,5.84,33.27,0.25,9.78,-7.11,93,33,29.745,29.105,18.4,34.5,49.6,Rain
1830,2019-04-11,-4.17,56,-12.11,29.7,5.0,8.0,282,2.03,7.87,35.31,0.25,0.22,-7.61,85,38,29.787,29.644,15.0,27.6,32.4,Rain
1831,2019-04-12,-4.28,69,-9.22,29.8,3.0,5.0,283,1.02,8.89,36.32,0.25,0.78,-10.78,82,45,29.993,29.693,11.5,18.4,33.4,Rain
1832,2019-04-13,-1.5,75,-5.5,29.9,2.4,4.4,283,0.25,9.14,36.58,0.25,3.61,-4.83,89,44,30.011,29.831,16.1,26.5,38.5,Rain
1833,2019-04-14,5.56,38,-7.83,29.6,12.6,18.7,282,0.0,9.14,36.58,0.0,10.44,0.44,47,28,29.834,29.406,29.9,42.6,50.8,No Rain
1834,2019-04-15,10.17,33,-5.89,29.5,8.0,11.1,282,0.0,9.14,36.58,0.0,15.78,3.78,71,21,29.598,29.373,23.0,32.2,60.4,No Rain
1835,2019-04-16,7.17,55,-2.33,29.6,3.4,5.4,282,0.0,9.14,36.58,0.0,15.28,-0.44,86,20,29.673,29.429,13.8,19.6,59.5,No Rain
1836,2019-04-17,8.28,42,-4.67,29.6,5.7,8.9,282,0.0,9.14,36.58,0.0,14.67,2.5,67,18,29.837,29.422,16.1,24.2,58.4,No Rain
1837,2019-04-18,7.78,35,-7.61,29.9,5.8,9.6,282,0.0,9.14,36.58,0.0,14.22,0.5,62,19,29.999,29.779,16.1,31.1,57.6,No Rain
1838,2019-04-19,11.33,32,-6.33,29.8,4.9,7.6,282,0.0,9.14,36.58,0.0,20.61,-0.11,67,12,30.023,29.652,19.6,31.1,72.4,No Rain
1839,2019-04-20,11.72,30,-6.94,29.6,5.9,8.7,282,0.0,9.14,36.58,0.0,20.78,0.94,64,10,29.766,29.371,23.0,34.5,71.7,No Rain
1840,2019-04-21,8.0,59,-0.72,29.6,3.0,4.9,282,4.06,13.21,40.64,0.25,13.89,3.22,92,26,29.905,29.375,15.0,34.5,57.0,Rain
1841,2019-04-22,2.72,89,1.06,30.1,3.3,5.2,281,0.0,13.21,40.64,0.0,4.56,1.67,93,76,30.144,29.834,9.2,19.6,40.2,No Rain
1842,2019-04-23,7.0,65,0.17,29.9,1.9,3.6,282,0.0,13.21,40.64,0.0,14.78,-1.5,92,35,30.142,29.76,12.7,17.3,58.6,No Rain
1843,2019-04-24,8.28,56,-1.67,29.8,2.6,4.3,282,0.25,13.46,40.89,0.25,17.72,-1.39,88,23,29.871,29.648,18.4,20.7,63.9,Rain
1844,2019-04-25,7.89,56,-1.11,29.9,2.5,4.5,282,0.25,13.72,41.15,0.25,13.72,1.28,88,32,30.026,29.667,11.5,20.7,56.7,Rain
1845,2019-04-26,8.61,53,-2.33,29.7,7.7,11.3,282,4.83,18.54,45.97,0.51,19.61,-2.28,89,18,30.004,29.403,24.2,32.2,67.3,Rain
1846,2019-04-27,9.5,45,-2.56,29.6,10.4,15.6,282,0.0,18.54,45.97,0.0,14.5,4.33,78,26,29.694,29.4,29.9,48.3,58.1,No Rain
1847,2019-04-28,9.28,50,-1.72,29.4,13.6,19.9,282,2.03,20.57,48.01,0.25,15.44,1.67,81,24,29.685,29.231,31.1,43.7,59.8,Rain
1848,2019-04-29,-3.22,85,-5.39,30.0,2.1,3.7,282,0.25,20.83,48.26,0.25,1.67,-5.94,91,77,30.112,29.685,10.4,12.7,35.0,Rain
1849,2019-04-30,-1.22,94,-2.06,29.8,2.7,4.1,278,15.75,36.58,64.01,0.51,2.94,-5.28,100,88,30.076,29.661,13.8,18.4,37.3,Rain
1850,2019-05-01,1.44,71,-3.89,29.8,6.6,10.0,282,4.32,4.32,68.33,0.25,5.33,-2.28,100,35,30.04,29.664,19.6,33.4,41.6,Rain
1851,2019-05-02,3.5,53,-6.61,29.9,5.2,7.7,282,0.0,4.32,68.33,0.0,10.28,-3.44,84,22,30.099,29.747,18.4,28.8,50.5,No Rain
1852,2019-05-03,6.39,40,-7.83,29.8,4.6,7.0,282,0.0,4.32,68.33,0.0,14.61,-2.5,73,17,29.913,29.695,17.3,27.6,58.3,No Rain
1853,2019-05-04,6.78,44,-6.44,29.8,4.2,6.2,282,0.0,4.32,68.33,0.0,15.61,-3.44,75,19,29.879,29.571,20.7,27.6,60.1,No Rain
1854,2019-05-05,9.11,42,-5.06,29.6,4.1,6.4,282,0.0,4.32,68.33,0.0,18.5,-0.94,76,15,29.734,29.521,21.9,29.9,65.3,No Rain
1855,2019-05-06,9.89,57,0.89,29.6,3.8,6.0,282,0.0,4.32,68.33,0.0,18.33,1.11,89,17,29.794,29.517,15.0,20.7,65.0,No Rain
1856,2019-05-07,6.89,78,3.33,29.7,1.8,3.5,282,1.27,5.59,69.6,0.25,10.22,4.17,91,62,29.784,29.544,9.2,21.9,50.4,Rain
1857,2019-05-08,1.94,88,0.17,29.8,1.6,3.1,283,5.33,10.92,74.93,0.25,5.72,-1.5,94,72,30.023,29.607,11.5,17.3,42.3,Rain
1858,2019-05-09,-1.94,88,-3.72,30.1,0.6,1.2,282,2.79,13.72,77.72,0.51,0.5,-3.72,94,81,30.112,30.02,8.1,11.5,32.9,Rain
1859,2019-05-10,1.67,77,-2.0,30.0,1.9,3.4,281,0.0,13.72,77.72,0.0,7.89,-3.28,89,56,30.096,29.796,11.5,13.8,46.2,No Rain
1860,2019-05-11,5.44,56,-4.06,29.8,3.9,6.3,282,0.25,13.97,77.98,0.25,15.17,-2.11,91,20,29.962,29.673,27.6,39.1,59.3,Rain
1861,2019-05-12,9.39,48,-4.28,29.7,3.4,5.8,282,0.25,14.22,78.23,0.25,20.44,-2.67,94,15,29.925,29.559,13.8,20.7,73.5,Rain
1862,2019-05-13,13.22,35,-3.78,29.6,5.2,8.0,282,0.0,14.22,78.23,0.0,21.94,1.67,73,15,29.698,29.533,24.2,34.5,74.8,No Rain
1863,2019-05-14,12.11,43,-2.39,29.7,4.3,6.4,282,0.0,14.22,78.23,0.0,22.0,1.61,75,15,29.858,29.595,19.6,29.9,74.4,No Rain
1864,2019-05-15,13.39,42,-1.61,29.7,4.2,6.4,282,0.0,14.22,78.23,0.0,23.28,0.94,82,16,29.842,29.507,19.6,26.5,75.5,No Rain
1865,2019-05-16,12.06,55,1.94,29.5,1.9,3.1,281,0.51,14.73,78.74,0.25,21.28,5.33,81,20,29.653,29.372,20.7,27.6,75.4,Rain
1866,2019-05-17,8.11,56,-0.94,29.4,6.9,10.2,282,1.02,15.75,79.76,0.25,16.39,2.94,81,23,29.511,29.243,23.0,36.8,61.5,Rain
1867,2019-05-18,7.06,40,-6.39,29.5,7.6,11.5,283,0.0,15.75,79.76,0.0,12.83,1.5,85,22,29.697,29.442,17.3,36.8,55.1,No Rain
1868,2019-05-19,3.0,81,-0.11,29.7,3.6,5.7,282,2.79,18.54,82.55,0.25,9.39,0.22,92,51,29.814,29.655,16.1,19.6,48.9,Rain
1869,2019-05-20,0.11,91,-1.17,29.7,1.9,3.5,279,4.06,22.61,86.61,0.25,2.0,-1.61,94,83,29.806,29.606,6.9,19.6,35.6,Rain
1870,2019-05-21,-0.28,87,-2.28,29.5,2.4,4.4,283,7.37,29.97,93.98,0.25,4.22,-2.94,93,73,29.667,29.358,11.5,18.4,39.6,Rain
1871,2019-05-22,0.89,86,-1.17,29.7,2.3,4.1,283,1.78,31.75,95.76,0.25,3.44,-1.5,93,76,29.978,29.433,9.2,18.4,38.2,Rain
1872,2019-05-23,1.33,89,-0.39,29.9,2.6,4.4,283,1.78,33.53,97.54,0.25,3.33,0.61,95,53,30.022,29.793,13.8,26.5,38.0,Rain
1873,2019-05-24,8.22,37,-6.11,29.7,10.2,15.1,283,0.0,33.53,97.54,0.0,14.33,3.28,55,22,29.858,29.613,25.3,33.4,57.8,No Rain
1874,2019-05-25,9.78,49,-1.0,29.7,2.9,5.1,282,0.0,33.53,97.54,0.0,15.67,0.44,78,33,29.873,29.645,13.8,19.6,60.2,No Rain
1875,2019-05-26,9.67,66,2.89,29.7,2.5,4.4,283,0.76,34.29,98.3,0.25,18.78,-0.06,91,21,29.821,29.421,12.7,19.6,65.8,Rain
1876,2019-05-27,6.61,79,3.0,29.6,2.4,4.1,283,6.1,40.39,104.39,0.25,12.28,0.94,93,51,29.632,29.468,13.8,19.6,54.1,Rain
1877,2019-05-28,5.28,75,1.0,29.6,3.7,5.8,282,5.33,45.72,109.73,0.25,10.22,1.5,94,42,29.803,29.479,12.7,17.3,50.4,Rain
1878,2019-05-29,5.39,67,-0.56,29.9,1.8,3.5,282,0.0,45.72,109.73,0.0,11.06,0.44,88,40,29.977,29.779,13.8,19.6,51.9,No Rain
1879,2019-05-30,7.44,59,-1.0,29.9,1.4,2.7,283,0.0,45.72,109.73,0.0,15.0,-2.67,92,29,30.065,29.823,11.5,13.8,59.0,No Rain
1880,2019-05-31,9.78,56,0.11,29.9,2.8,4.8,283,0.0,45.72,109.73,0.0,19.22,-0.56,90,20,30.007,29.735,16.1,24.2,66.5,No Rain
1881,2019-06-01,10.89,64,3.67,29.8,2.1,3.7,282,0.0,0.0,109.73,0.0,19.67,0.39,90,28,29.995,29.661,12.7,19.6,67.4,No Rain
1882,2019-06-02,12.72,59,3.89,29.7,4.1,5.2,283,0.0,0.0,109.73,0.0,22.89,4.0,92,23,29.829,29.543,13.8,21.9,77.4,No Rain
1883,2019-06-03,11.67,54,2.5,29.8,7.0,1.6,360,0.0,0.0,109.73,0.0,15.78,8.33,66,39,29.829,29.666,9.2,11.5,60.4,No Rain
1884,2019-06-04,13.33,49,0.94,29.7,3.1,5.0,282,0.0,0.0,109.73,0.0,22.61,3.28,82,18,29.996,29.655,16.1,27.6,76.6,No Rain
1885,2019-06-05,11.33,64,4.17,29.8,2.6,3.9,282,4.32,4.32,114.05,0.25,20.89,3.11,91,27,29.899,29.696,15.0,21.9,76.6,Rain
1886,2019-06-06,13.83,59,4.94,29.7,2.0,3.5,282,0.51,4.83,114.55,0.25,22.22,3.78,92,28,29.9,29.579,16.1,19.6,77.5,Rain
1887,2019-06-07,14.44,54,3.33,29.6,4.0,6.0,281,0.25,5.08,114.81,0.25,24.11,4.06,90,19,29.756,29.401,18.4,32.2,76.9,Rain
1888,2019-06-08,13.06,57,3.61,29.6,4.5,7.1,282,0.0,5.08,114.81,0.0,21.61,5.44,86,20,29.833,29.493,21.9,29.9,77.4,No Rain
1889,2019-06-09,7.28,69,1.56,30.1,2.7,5.0,282,1.52,6.6,116.33,0.25,12.61,2.94,91,47,30.34,29.826,10.4,16.1,54.7,Rain
1890,2019-06-10,10.83,49,-1.94,30.1,2.2,3.9,282,0.0,6.6,116.33,0.0,21.56,-1.83,91,11,30.382,29.851,13.8,19.6,76.3,No Rain
1891,2019-06-11,11.78,45,-1.0,29.9,3.8,6.4,282,0.0,6.6,116.33,0.0,19.06,3.06,82,21,29.985,29.81,15.0,19.6,66.3,No Rain
1892,2019-06-12,12.44,60,4.44,29.9,2.0,3.8,281,0.0,6.6,116.33,0.0,18.78,5.06,88,40,30.088,29.816,9.2,19.6,65.8,No Rain
1893,2019-06-13,15.17,49,1.67,29.7,1.7,2.9,266,0.0,6.6,116.33,0.0,26.22,2.94,93,15,29.895,29.508,12.7,19.6,77.8,No Rain
1894,2019-06-14,15.89,41,2.11,29.5,4.5,6.9,265,1.27,7.87,117.6,0.25,25.0,9.89,100,21,29.614,29.382,21.9,35.7,77.2,Rain
1895,2019-06-15,15.11,48,3.67,29.6,3.1,4.6,274,0.0,7.87,117.6,0.0,24.83,8.89,70,23,29.747,29.493,15.0,19.6,77.3,No Rain
1896,2019-06-16,12.56,66,5.72,29.7,2.0,3.3,271,0.0,7.87,117.6,0.0,23.17,4.94,88,27,29.799,29.57,12.7,19.6,77.5,No Rain
1897,2019-06-17,11.22,72,6.17,29.8,2.6,4.0,277,1.52,9.4,119.13,0.51,18.5,5.89,92,41,29.851,29.651,15.0,20.7,65.3,Rain
1898,2019-06-18,10.83,76,6.39,29.8,2.7,4.5,271,0.0,9.4,119.13,0.0,16.83,7.78,96,47,29.815,29.686,17.3,20.7,62.3,No Rain
1899,2019-06-19,16.22,42,2.22,29.5,6.9,10.9,265,0.0,9.4,119.13,0.0,22.44,7.22,83,22,29.768,29.338,21.9,33.4,77.1,No Rain
1900,2019-06-20,16.0,47,3.5,29.4,5.0,7.9,267,0.0,9.4,119.13,0.0,29.67,8.67,77,18,29.531,29.196,21.9,31.1,82.3,No Rain
1901,2019-06-21,9.33,68,3.56,29.6,3.6,5.9,262,0.0,9.4,119.13,0.0,11.89,5.06,83,50,29.868,29.321,13.8,31.1,53.4,No Rain
1902,2019-06-22,6.33,78,2.5,29.8,2.7,4.5,274,0.0,9.4,119.13,0.0,13.89,2.22,90,51,29.954,29.723,11.5,19.6,57.0,No Rain
1903,2019-06-23,6.44,65,-0.06,29.9,3.6,6.1,268,0.0,9.4,119.13,0.0,12.06,-0.44,89,41,29.954,29.744,12.7,24.2,53.7,No Rain
1904,2019-06-26,21.0,25,-0.78,29.7,4.2,6.9,216,0.51,9.91,119.63,0.0,25.89,10.33,46,12,29.938,27.57,16.1,23.0,77.5,Rain
1905,2019-06-27,16.5,38,0.39,29.8,4.0,6.6,216,0.0,9.91,119.63,0.0,27.39,4.78,79,14,29.824,29.635,17.3,25.3,79.3,No Rain
1906,2019-06-28,18.44,39,1.28,29.8,5.1,8.1,216,0.0,9.91,119.63,0.0,28.61,4.56,77,12,29.858,29.75,20.7,28.8,80.8,No Rain
1907,2019-06-29,19.44,44,5.33,29.8,3.6,5.8,216,0.0,9.91,119.63,0.0,28.33,8.56,76,19,29.829,29.703,13.8,23.0,80.7,No Rain
1908,2019-06-30,16.11,64,8.5,29.8,2.7,4.5,216,1.02,10.92,120.65,0.25,26.67,7.33,86,27,29.814,29.71,13.8,19.6,79.1,Rain
1909,2019-07-01,16.11,70,10.17,29.7,2.2,3.9,216,1.27,1.27,121.92,0.25,24.17,10.0,90,32,29.785,29.685,17.3,24.2,77.5,Rain
1910,2019-07-02,15.83,66,8.67,29.7,2.5,4.3,204,0.25,1.52,122.17,0.25,23.83,6.5,95,30,29.786,29.592,13.8,21.9,77.6,Rain
1911,2019-07-03,18.61,48,4.61,29.6,4.2,6.6,216,0.51,2.03,122.68,0.25,27.33,8.11,89,14,29.687,29.463,15.0,21.9,79.3,Rain
1912,2019-07-04,15.89,59,7.72,29.6,3.0,5.2,216,0.0,2.03,122.68,0.0,23.44,6.17,78,33,29.731,29.512,11.5,18.4,77.2,No Rain
1913,2019-07-05,15.39,69,9.33,29.8,3.2,5.4,216,0.0,2.03,122.68,0.0,22.89,5.17,92,49,29.951,29.72,13.8,19.6,77.0,No Rain
1914,2019-07-06,14.44,68,8.44,29.9,2.6,4.4,216,2.79,4.83,125.48,0.76,21.22,6.72,90,42,29.984,29.812,13.8,19.6,76.7,Rain
1915,2019-07-07,14.83,65,7.22,29.8,2.3,4.0,215,0.25,5.08,125.73,0.25,24.72,4.94,92,29,29.886,29.698,13.8,20.7,77.9,Rain
1916,2019-07-08,16.0,58,6.67,29.6,4.2,6.7,216,0.25,5.33,125.98,0.25,22.67,7.28,90,30,29.708,29.574,18.4,33.4,77.5,Rain
1917,2019-07-09,16.11,47,2.28,29.8,3.7,6.1,216,0.0,5.33,125.98,0.0,24.89,4.56,89,18,29.913,29.656,17.3,26.5,77.0,No Rain
1918,2019-07-10,16.06,59,7.28,29.9,2.7,4.7,216,0.0,5.33,125.98,0.0,23.61,4.94,89,36,29.995,29.896,12.7,16.1,77.5,No Rain
1919,2019-07-11,19.17,47,5.0,29.9,2.0,3.6,216,0.0,5.33,125.98,0.0,31.39,6.89,90,13,29.983,29.751,12.7,19.6,85.0,No Rain
1920,2019-07-12,17.5,50,5.89,29.8,2.8,4.6,215,0.25,5.59,126.24,0.25,28.22,8.61,80,20,29.807,29.702,16.1,26.5,80.6,Rain
1921,2019-07-13,17.94,54,7.0,29.8,2.1,3.5,217,1.78,7.37,128.02,0.25,28.5,6.33,89,18,29.826,29.746,20.7,26.5,81.2,Rain
1922,2019-07-14,19.06,52,8.0,29.7,3.8,6.3,231,0.51,7.87,128.52,0.25,26.22,10.06,84,30,29.788,29.693,16.1,23.0,78.9,Rain
1923,2019-07-15,15.83,73,9.83,29.7,2.6,4.2,274,18.54,26.42,147.07,1.78,28.56,9.39,95,19,29.778,29.69,15.0,24.2,80.9,Rain
1924,2019-07-16,17.17,64,8.5,29.7,3.2,5.2,235,0.51,26.92,147.57,0.25,28.22,6.56,97,22,29.758,29.604,20.7,31.1,80.5,Rain
1925,2019-07-17,19.89,44,4.78,29.6,5.7,8.9,229,0.0,26.92,147.57,0.0,28.28,7.94,91,19,29.622,29.536,17.3,26.5,80.5,No Rain
1926,2019-07-18,19.61,34,-0.17,29.6,5.5,8.5,225,0.0,26.92,147.57,0.0,29.28,5.44,79,12,29.63,29.528,18.4,26.5,81.6,No Rain
1927,2019-07-19,23.56,21,-1.11,29.5,4.8,7.5,223,0.0,26.92,147.57,0.0,30.61,14.78,40,10,29.572,29.404,15.0,20.7,83.5,No Rain
1928,2019-07-20,17.78,56,7.44,29.6,2.9,5.1,52,8.89,35.81,156.46,3.3,28.06,10.89,95,14,29.775,29.444,12.7,20.7,80.4,Rain
1929,2019-07-21,15.67,79,11.67,29.8,3.5,5.7,11,0.25,36.07,156.72,0.25,22.83,7.56,97,51,29.992,29.705,15.0,20.7,76.8,Rain
1930,2019-07-22,15.5,79,11.61,30.0,2.2,3.8,341,0.25,36.32,156.97,0.25,21.61,10.44,97,48,30.023,29.893,13.8,19.6,75.6,Rain
1931,2019-07-23,16.44,72,10.72,29.9,1.9,3.6,15,0.51,36.83,157.48,0.25,24.56,7.17,96,42,30.0,29.855,10.4,16.1,78.1,Rain
1932,2019-07-24,16.67,70,9.39,29.8,2.7,4.5,244,6.6,43.43,164.08,0.51,28.78,6.67,96,23,29.91,29.718,13.8,21.9,81.4,Rain
1933,2019-07-25,17.67,65,10.67,29.8,3.2,5.2,227,0.76,44.2,164.85,0.25,24.56,10.78,92,36,29.815,29.726,11.5,18.4,78.0,Rain
1934,2019-07-26,16.83,63,8.61,29.8,2.1,3.7,280,0.0,44.2,164.85,0.0,26.67,7.17,95,27,29.867,29.768,15.0,26.5,79.4,No Rain
1935,2019-07-27,16.56,66,9.67,29.8,3.1,5.1,249,8.13,52.32,172.97,0.25,24.33,10.67,94,37,29.873,29.721,17.3,23.0,77.9,Rain
1936,2019-07-28,19.78,43,6.11,29.8,4.6,7.6,244,0.0,52.32,172.97,0.0,27.61,11.28,72,22,29.81,29.708,18.4,26.5,80.2,No Rain
1937,2019-07-29,17.56,45,3.39,29.8,2.3,4.0,178,0.0,52.32,172.97,0.0,28.33,5.67,84,12,29.846,29.708,13.8,19.6,80.6,No Rain
1938,2019-07-30,18.44,46,4.89,29.7,4.3,7.1,244,0.0,52.32,172.97,0.0,30.67,6.89,80,18,29.764,29.67,19.6,32.2,84.1,No Rain
1939,2019-07-31,21.17,41,6.78,29.7,4.1,6.6,251,0.0,52.32,172.97,0.0,27.0,15.5,68,22,29.761,29.643,16.1,21.9,79.7,No Rain
1940,2019-08-01,16.06,72,10.72,29.8,1.5,2.6,2,1.52,1.52,174.5,0.25,21.33,10.33,92,49,29.852,29.701,10.4,12.7,77.3,Rain
1941,2019-08-02,16.44,71,10.22,29.9,2.1,3.7,352,0.25,1.78,174.75,0.25,26.72,8.11,97,36,29.915,29.81,18.4,25.3,79.8,Rain
1942,2019-08-03,18.78,54,6.67,29.8,1.8,3.5,53,0.0,1.78,174.75,0.0,27.94,7.33,96,19,29.935,29.786,12.7,19.6,80.5,No Rain
1943,2019-08-04,17.56,62,9.56,29.8,2.1,3.7,297,5.84,7.62,180.59,0.25,27.0,9.11,92,30,29.805,29.707,13.8,20.7,79.8,Rain
1944,2019-08-05,17.5,68,11.0,29.8,2.5,4.2,346,6.6,14.22,187.2,0.25,25.72,11.0,93,34,29.839,29.73,11.5,16.1,79.0,Rain
1945,2019-08-06,18.83,56,7.28,29.8,2.2,3.9,288,0.25,14.48,187.45,0.25,29.94,7.78,97,17,29.856,29.67,12.7,17.3,82.7,Rain
1946,2019-08-07,17.22,63,9.39,29.7,2.8,4.7,13,0.0,14.48,187.45,0.0,25.78,8.78,89,37,29.741,29.621,18.4,33.4,79.2,No Rain
1947,2019-08-08,15.67,78,11.56,29.7,1.7,3.1,340,0.76,15.24,188.21,0.25,21.39,10.94,93,51,29.767,29.681,15.0,20.7,77.0,Rain
1948,2019-08-09,19.89,52,8.17,29.7,4.0,6.3,225,0.25,15.49,188.47,0.25,27.83,11.0,92,22,29.754,29.587,15.0,21.9,80.4,Rain
1949,2019-08-10,15.39,69,9.39,29.7,1.7,2.9,274,1.02,16.51,189.48,0.25,22.5,10.83,87,45,29.787,29.595,12.7,19.6,77.5,Rain
1950,2019-08-11,13.78,75,9.11,29.8,3.0,4.9,246,1.78,18.29,191.26,0.25,19.06,9.44,92,47,29.82,29.683,13.8,23.0,66.3,Rain
1951,2019-08-12,18.33,43,3.89,29.8,4.1,6.3,231,0.51,18.8,191.77,0.25,27.28,7.83,76,18,29.815,29.689,15.0,24.2,79.5,Rain
1952,2019-08-13,17.44,47,2.5,29.8,3.7,6.3,258,0.0,18.8,191.77,0.0,28.61,4.83,87,10,29.878,29.735,17.3,26.5,80.8,No Rain
1953,2019-08-14,18.28,48,3.39,29.8,3.4,5.9,264,0.0,18.8,191.77,0.0,29.17,7.67,94,11,29.887,29.755,15.0,25.3,81.4,No Rain
1954,2019-08-15,17.72,38,0.56,29.7,4.6,7.7,265,0.0,18.8,191.77,0.0,28.22,4.61,80,12,29.814,29.674,24.2,39.1,80.2,No Rain
1955,2019-08-16,16.83,41,2.39,29.6,4.0,6.5,262,0.0,18.8,191.77,0.0,28.56,6.17,69,12,29.683,29.532,25.3,41.4,80.7,No Rain
1956,2019-08-17,15.22,46,2.61,29.6,5.0,8.1,238,0.25,19.05,192.02,0.25,24.72,4.89,80,22,29.666,29.545,23.0,34.5,77.1,Rain
1957,2019-08-18,17.83,39,0.78,29.7,3.8,6.6,253,0.0,19.05,192.02,0.0,30.06,3.83,80,14,29.715,29.614,18.4,31.1,82.7,No Rain
1958,2019-08-19,19.22,32,-0.94,29.7,3.4,5.6,220,0.0,19.05,192.02,0.0,30.78,6.17,67,10,29.753,29.665,17.3,24.2,83.8,No Rain
1959,2019-08-20,19.28,36,1.39,29.7,2.5,4.4,282,0.0,19.05,192.02,0.0,30.44,8.83,67,7,29.767,29.641,21.9,31.1,83.3,No Rain
1960,2019-08-21,15.78,69,9.67,29.7,2.6,4.2,0,0.25,19.3,192.28,0.25,25.17,8.61,93,40,29.812,29.703,15.0,23.0,78.4,Rain
1961,2019-08-22,17.06,54,4.78,29.7,3.6,5.8,226,0.0,19.3,192.28,0.0,28.39,6.11,96,15,29.786,29.557,15.0,21.9,80.5,No Rain
1962,2019-08-23,17.39,42,1.67,29.6,3.4,5.7,253,0.0,19.3,192.28,0.0,26.06,9.28,81,13,29.669,29.579,16.1,26.5,77.6,No Rain
1963,2019-08-24,15.67,39,-0.06,29.7,3.9,6.3,250,0.0,19.3,192.28,0.0,23.94,5.06,82,17,29.71,29.61,17.3,26.5,76.2,No Rain
1964,2019-08-25,20.89,27,-0.17,29.6,5.3,8.9,255,0.0,19.3,192.28,0.0,30.28,9.5,49,13,29.679,29.46,18.4,28.8,83.0,No Rain
1965,2019-08-26,16.5,49,5.17,29.6,3.5,6.3,41,0.0,19.3,192.28,0.0,21.67,10.06,73,24,29.793,29.453,12.7,19.6,77.5,No Rain
1966,2019-08-27,12.72,64,5.33,29.9,2.5,4.5,46,0.0,19.3,192.28,0.0,20.28,3.44,92,38,29.945,29.775,12.7,18.4,77.4,No Rain
1967,2019-08-28,16.17,41,-3.28,29.9,3.3,5.5,257,0.0,19.3,192.28,0.0,30.33,1.72,94,6,29.96,29.772,15.0,21.9,83.2,No Rain
1968,2019-08-29,15.72,37,-1.0,29.8,2.7,4.7,275,0.0,19.3,192.28,0.0,30.0,5.22,73,8,29.871,29.742,19.6,26.5,82.7,No Rain
1969,2019-08-30,15.89,51,4.44,29.8,2.8,4.5,282,0.0,19.3,192.28,0.0,28.28,6.39,84,20,29.853,29.71,17.3,28.8,80.5,No Rain
1970,2019-08-31,17.22,48,3.89,29.8,3.0,5.2,293,0.0,19.3,192.28,0.0,28.44,4.78,86,11,29.867,29.753,20.7,32.2,80.8,No Rain
1971,2019-09-01,19.28,40,1.39,29.8,2.8,4.8,264,0.0,0.0,192.28,0.0,31.89,6.44,83,10,29.826,29.723,13.8,21.9,85.4,No Rain
1972,2019-09-02,19.94,27,-3.78,29.7,2.8,4.9,255,0.0,0.0,192.28,0.0,33.11,6.94,62,5,29.791,29.661,16.1,25.3,87.4,No Rain
1973,2019-09-03,16.78,43,3.61,29.8,2.9,5.1,70,0.0,0.0,192.28,0.0,25.72,7.89,71,20,29.93,29.72,11.5,17.3,78.6,No Rain
1974,2019-09-04,18.61,50,5.17,29.8,3.4,5.6,249,0.0,0.0,192.28,0.0,29.78,8.22,93,17,29.913,29.737,17.3,28.8,82.5,No Rain
1975,2019-09-05,20.89,36,4.83,29.8,3.2,5.2,236,0.0,0.0,192.28,0.0,29.0,12.39,55,18,29.85,29.75,13.8,20.7,81.4,No Rain
1976,2019-09-06,16.06,71,10.39,29.8,2.1,3.8,264,3.05,3.05,195.33,0.25,24.83,9.83,92,44,29.884,29.74,16.1,23.0,78.3,Rain
1977,2019-09-07,16.0,56,5.33,29.8,3.9,6.3,235,1.02,4.06,196.34,0.25,25.5,8.61,93,16,29.865,29.714,15.0,25.3,77.4,Rain
1978,2019-09-08,11.11,76,6.61,29.7,2.0,3.6,327,0.0,4.06,196.34,0.0,21.0,3.39,95,44,29.777,29.565,16.1,25.3,77.5,No Rain
1979,2019-09-09,12.94,63,4.39,29.7,3.6,5.6,224,0.25,4.32,196.6,0.25,22.11,4.83,97,25,29.745,29.638,18.4,25.3,77.2,Rain
1980,2019-09-10,13.83,63,6.22,29.7,1.6,3.0,276,0.25,4.57,196.85,0.25,22.33,4.78,93,34,29.747,29.569,8.1,13.8,77.5,Rain
1981,2019-09-11,12.83,56,3.67,29.6,5.1,8.6,244,0.0,4.57,196.85,0.0,19.78,5.78,84,36,29.793,29.571,20.7,36.8,67.6,No Rain
1982,2019-09-12,11.83,40,-1.72,29.9,8.3,13.1,236,0.0,4.57,196.85,0.0,18.5,5.83,63,24,30.026,29.723,24.2,40.3,65.3,No Rain
1983,2019-09-13,10.89,51,-1.0,30.0,3.3,5.2,239,2.03,6.6,198.88,0.25,23.67,-0.78,88,13,30.094,29.915,17.3,26.5,76.3,Rain
1984,2019-09-14,15.0,37,-2.22,29.9,4.2,6.6,230,0.25,6.86,199.14,0.25,27.11,4.0,74,9,30.0,29.839,16.1,24.2,78.7,Rain
1985,2019-09-15,14.28,41,-1.17,29.8,1.6,3.1,120,0.0,6.86,199.14,0.0,26.11,2.06,81,12,29.91,29.73,9.2,15.0,77.7,No Rain
1986,2019-09-16,15.72,38,0.06,29.6,2.4,4.0,232,0.0,6.86,199.14,0.0,23.72,8.06,63,18,29.739,29.577,10.4,17.3,76.0,No Rain
