,date,avg_temp,avg_humidity,avg_dewpoint,avg_barometer,avg_windspeed,avg_gustspeed,avg_direction,day_rainfall,month_rainfall,year_rainfall,max_rain_per_minute,max_temp,min_temp,max_humidity,min_humidity,max_pressure,min_pressure,max_windspeed,max_gustspeed,max_heat_index,weather_code
725,2016-01-18,1.78,42,-10.06,29.9,9.7,13.8,284,0.0,1.27,1.27,0.0,6.28,-1.44,55,29,30.042,29.791,26.5,34.5,43.3,No Rain
726,2016-01-19,0.5,49,-9.83,30.0,5.2,8.0,302,0.0,1.27,1.27,0.0,4.5,-4.33,82,27,30.168,29.818,17.3,25.3,40.1,No Rain
727,2016-01-20,-0.83,42,-12.28,29.9,7.6,11.8,300,0.0,1.27,1.27,0.0,3.22,-4.17,60,30,30.123,29.731,18.4,32.2,37.8,No Rain
728,2016-01-21,-1.33,35,-15.5,30.3,7.0,10.6,293,0.0,1.27,1.27,0.0,4.5,-4.72,51,16,30.379,30.094,19.6,32.2,40.1,No Rain
729,2016-01-22,5.17,36,-9.06,30.1,7.2,10.7,293,0.0,1.27,1.27,0.0,12.11,-4.56,61,21,30.286,29.838,18.4,25.3,53.8,No Rain
730,2016-01-23,5.61,22,-14.78,29.8,7.0,10.1,327,0.0,1.27,1.27,0.0,10.56,-0.39,40,14,29.944,29.626,17.3,24.2,51.0,No Rain
731,2016-01-24,0.44,41,-11.94,29.6,6.2,9.1,321,0.0,1.27,1.27,0.0,5.67,-5.89,81,23,29.839,29.462,20.7,28.8,42.2,No Rain
732,2016-01-25,-4.0,40,-15.89,30.1,4.9,7.8,336,0.0,1.27,1.27,0.0,0.22,-10.11,62,27,30.275,29.748,15.0,20.7,32.4,No Rain
733,2016-01-26,-2.5,31,-17.67,30.3,5.3,8.5,311,0.0,1.27,1.27,0.0,3.28,-10.28,64,20,30.39,30.174,13.8,24.2,37.9,No Rain
734,2016-01-27,3.06,39,-10.33,30.2,4.5,7.2,347,0.0,1.27,1.27,0.0,11.83,-4.22,62,22,30.318,30.043,15.0,24.2,53.3,No Rain
735,2016-01-28,5.06,35,-9.5,30.0,10.6,15.6,308,0.0,1.27,1.27,0.0,10.11,0.72,45,25,30.138,29.742,24.2,33.4,50.2,No Rain
736,2016-01-29,4.33,30,-12.06,29.7,16.4,23.9,292,0.0,1.27,1.27,0.0,7.28,1.0,52,18,29.793,29.508,31.1,46.0,45.1,No Rain
737,2016-01-30,3.56,60,-4.06,29.5,11.0,16.9,287,0.0,1.27,1.27,0.0,8.5,-3.44,89,35,29.626,29.322,29.9,44.9,47.3,No Rain
738,2016-01-31,-5.39,65,-11.56,29.9,3.7,6.2,244,0.0,1.27,1.27,0.0,-1.61,-7.94,87,33,30.002,29.616,23.0,28.8,29.1,No Rain
739,2016-02-01,-7.72,82,-10.22,29.8,2.1,3.2,97,4.32,0.25,5.59,0.25,-5.33,-9.78,85,78,29.86,29.626,11.5,16.1,22.4,Rain
740,2016-02-02,-10.94,77,-14.28,30.1,2.0,3.2,112,0.0,0.25,5.59,0.0,-7.72,-16.22,82,66,30.259,29.838,10.4,12.7,18.1,No Rain
741,2016-02-03,-13.06,50,-13.44,30.4,8.1,11.8,267,0.0,0.25,5.59,0.0,-7.72,-15.39,78,28,30.518,30.258,23.0,38.0,18.1,No Rain
742,2016-02-04,-6.39,40,-17.61,30.3,13.6,19.0,271,0.25,0.51,5.84,0.25,-0.61,-12.22,54,28,30.409,30.236,27.6,41.4,30.9,Rain
743,2016-02-05,-4.72,35,-17.39,30.4,9.5,14.3,290,0.0,0.51,5.84,0.0,-1.61,-8.5,46,26,30.482,30.278,20.7,29.9,29.1,No Rain
744,2016-02-06,1.28,32,-13.89,30.2,16.6,24.4,307,0.76,1.52,6.6,0.25,6.56,-3.89,43,21,30.332,29.952,31.1,56.4,43.8,Rain
745,2016-02-07,1.44,31,-13.94,30.1,12.6,20.4,326,0.0,1.52,6.6,0.0,3.67,-0.72,41,21,30.27,29.951,31.1,50.6,38.6,No Rain
746,2016-02-08,4.56,33,-10.56,30.2,10.5,16.6,306,0.0,1.52,6.6,0.0,8.67,1.5,40,23,30.259,30.162,23.0,36.8,47.6,No Rain
747,2016-02-09,6.5,22,-13.89,30.2,10.5,14.4,312,0.0,1.52,6.6,0.0,12.11,2.33,31,14,30.248,30.1,20.7,26.5,53.8,No Rain
748,2016-02-10,8.11,16,-16.39,30.0,11.0,16.0,347,0.0,1.52,6.6,0.0,13.33,4.78,24,7,30.121,29.898,20.7,34.5,56.0,No Rain
749,2016-02-11,8.17,24,-11.61,30.0,8.9,13.9,349,0.0,1.52,6.6,0.0,13.5,3.5,37,17,30.096,29.861,24.2,38.0,56.3,No Rain
750,2016-02-12,9.17,31,-7.28,30.0,7.9,11.1,309,0.0,1.52,6.6,0.0,14.22,4.78,42,23,30.119,29.909,20.7,27.6,57.6,No Rain
751,2016-02-13,6.33,21,-14.78,29.8,11.9,17.3,360,0.0,1.52,6.6,0.0,12.94,-7.0,32,12,29.911,29.671,26.5,42.6,55.3,No Rain
752,2016-02-14,2.5,37,-11.17,29.8,15.9,24.3,325,0.0,1.52,6.6,0.0,5.5,-0.33,60,20,29.948,29.701,33.4,50.6,41.9,No Rain
753,2016-02-15,3.61,50,-6.0,29.8,14.5,23.3,299,0.0,1.52,6.6,0.0,6.83,0.22,63,40,29.92,29.664,34.5,42.6,44.3,No Rain
754,2016-02-16,5.56,36,-9.06,29.8,11.3,18.0,320,0.0,1.52,6.6,0.0,9.89,2.89,59,22,29.904,29.759,32.2,42.6,49.8,No Rain
755,2016-02-17,9.67,17,-15.61,29.8,9.9,14.5,332,0.0,1.52,6.6,0.0,15.94,3.5,31,8,29.938,29.426,23.0,35.7,60.7,No Rain
756,2016-02-18,8.28,34,-8.0,29.4,15.4,23.2,355,0.25,1.78,6.86,0.25,12.94,-0.94,77,14,29.819,29.226,34.5,56.4,55.3,Rain
757,2016-02-19,4.39,25,-14.83,29.9,16.3,23.7,355,0.0,1.78,6.86,0.0,10.11,-1.67,42,10,30.044,29.803,31.1,46.0,50.2,No Rain
758,2016-02-20,6.22,29,-10.5,29.9,12.6,19.1,354,0.0,1.78,6.86,0.0,10.61,2.72,45,19,30.006,29.805,24.2,41.4,51.1,No Rain
759,2016-02-21,-0.78,52,-9.89,30.2,4.2,7.2,82,0.0,1.78,6.86,0.0,4.94,-7.11,73,35,30.317,29.979,20.7,32.2,40.9,No Rain
760,2016-02-22,-1.61,60,-9.28,30.0,3.8,6.0,43,0.0,1.78,6.86,0.0,4.56,-7.44,87,27,30.147,29.856,13.8,20.7,40.2,No Rain
761,2016-02-23,-4.67,64,-11.22,30.3,2.3,4.0,65,2.29,4.06,9.14,0.25,1.28,-11.56,87,30,30.445,30.029,12.7,17.3,34.3,Rain
762,2016-02-24,-0.83,27,-16.89,30.2,9.6,14.0,308,0.0,4.06,9.14,0.0,6.0,-11.61,68,14,30.416,30.023,25.3,33.4,42.8,No Rain
763,2016-02-25,-1.44,47,-12.17,30.3,3.7,6.0,53,0.0,4.06,9.14,0.0,6.06,-12.22,75,28,30.43,30.082,21.9,32.2,42.9,No Rain
764,2016-02-26,7.11,25,-12.5,30.1,8.9,12.7,354,0.0,4.06,9.14,0.0,14.22,1.94,41,11,30.25,29.88,18.4,26.5,57.6,No Rain
765,2016-02-27,8.17,22,-12.5,29.7,12.0,17.6,65,0.0,4.06,9.14,0.0,13.5,2.72,51,15,29.898,29.549,26.5,36.8,56.3,No Rain
766,2016-02-28,5.67,25,-13.83,29.9,8.7,13.2,58,0.0,4.06,9.14,0.0,12.0,-0.28,44,11,29.942,29.749,25.3,36.8,53.6,No Rain
767,2016-02-29,3.39,36,-10.94,29.8,11.5,17.0,77,0.0,4.06,9.14,0.0,7.72,-2.28,73,22,30.023,29.702,29.9,39.1,45.9,No Rain
768,2016-03-01,2.44,30,-13.56,30.0,7.9,12.5,23,0.0,0.0,5.33,0.0,8.33,-4.17,51,22,30.125,29.817,24.2,34.5,47.0,No Rain
769,2016-03-02,4.39,38,-9.78,29.8,11.8,18.7,35,1.02,1.02,6.35,0.25,8.22,0.5,86,19,29.941,29.644,27.6,43.7,46.8,Rain
770,2016-03-03,5.83,20,-16.72,30.0,8.6,12.4,348,0.0,1.02,6.35,0.0,13.39,-0.44,35,9,30.046,29.851,25.3,34.5,56.1,No Rain
771,2016-03-04,5.17,35,-10.33,30.0,4.6,7.3,48,0.0,1.02,6.35,0.0,13.56,-4.5,69,17,30.195,29.816,17.3,26.5,56.4,No Rain
772,2016-03-05,3.67,42,-11.61,30.0,4.3,6.3,32,0.0,1.02,6.35,0.0,14.78,-7.0,80,12,30.226,29.62,19.6,31.1,58.6,No Rain
773,2016-03-06,7.83,37,-6.67,29.5,10.0,14.5,92,0.0,1.02,6.35,0.0,11.83,5.17,61,19,29.727,29.349,21.9,29.9,53.3,No Rain
774,2016-03-07,2.61,50,-7.06,29.5,7.7,11.5,102,0.25,1.27,6.6,0.25,5.83,-0.44,77,35,29.701,29.352,19.6,26.5,42.5,Rain
775,2016-03-08,-0.94,65,-7.06,29.8,3.0,4.9,113,0.25,1.52,6.86,0.25,3.78,-6.22,83,43,30.001,29.678,11.5,17.3,38.8,Rain
776,2016-03-09,-0.11,55,-8.94,30.0,5.0,7.5,99,0.0,1.52,6.86,0.0,6.22,-7.56,83,27,30.133,29.82,19.6,27.6,43.2,No Rain
777,2016-03-10,5.94,35,-8.78,30.0,9.0,13.1,100,0.0,1.52,6.86,0.0,13.44,-1.0,54,21,30.183,29.936,23.0,29.9,56.2,No Rain
778,2016-03-11,6.94,33,-11.0,29.9,4.4,6.6,99,0.0,1.52,6.86,0.0,17.67,-4.0,63,8,30.111,29.697,18.4,24.2,63.8,No Rain
779,2016-03-12,5.72,43,-7.17,29.6,5.5,8.2,98,0.0,1.52,6.86,0.0,16.67,-3.17,69,16,29.782,29.47,18.4,26.5,62.0,No Rain
780,2016-03-13,6.28,36,-7.89,29.7,9.4,13.7,92,0.0,1.52,6.86,0.0,11.44,1.61,53,24,29.757,29.522,24.2,36.8,52.6,No Rain
781,2016-03-14,3.11,59,-4.67,29.6,8.3,12.0,99,0.51,2.03,7.37,0.25,6.5,-2.17,88,40,29.78,29.53,24.2,34.5,43.7,Rain
782,2016-03-15,-3.33,44,-14.33,30.0,7.4,11.9,98,0.0,2.03,7.37,0.0,-0.11,-6.39,67,22,30.088,29.729,21.9,31.1,31.8,No Rain
783,2016-03-16,-2.78,39,-14.83,30.1,6.4,10.3,108,0.0,2.03,7.37,0.0,0.44,-6.83,56,27,30.152,30.023,23.0,31.1,32.8,No Rain
784,2016-03-17,-4.33,77,-8.06,30.0,2.7,4.4,108,0.51,2.54,7.87,0.25,-1.94,-6.5,87,39,30.184,29.97,11.5,16.1,28.5,Rain
785,2016-03-18,-8.61,80,-11.39,30.3,2.4,4.2,114,0.0,2.54,7.87,0.0,-5.17,-12.61,86,72,30.496,30.175,10.4,13.8,22.7,No Rain
786,2016-03-19,-8.78,70,-13.44,30.5,1.3,2.5,98,3.3,5.84,11.18,0.51,-2.28,-14.06,81,54,30.615,30.46,9.2,19.6,27.9,Rain
787,2016-03-20,-2.89,46,-15.39,30.4,3.0,5.0,94,0.76,6.6,11.94,0.25,11.0,-16.56,78,13,30.688,29.945,15.0,20.7,51.8,Rain
788,2016-03-21,9.72,24,-10.61,29.7,11.4,16.8,99,0.0,6.6,11.94,0.0,15.67,2.78,43,12,29.945,29.49,24.2,36.8,60.2,No Rain
789,2016-03-22,9.67,24,-10.61,29.3,10.7,16.0,96,0.0,6.6,11.94,0.0,13.22,2.39,73,13,29.48,29.206,24.2,33.4,55.8,No Rain
790,2016-03-23,-2.28,80,-5.44,29.7,3.4,5.5,98,0.76,7.62,12.7,0.25,2.28,-4.83,91,52,30.145,29.287,20.7,28.8,36.1,Rain
791,2016-03-24,0.11,48,-9.72,30.0,9.6,14.3,19,6.6,14.22,19.3,0.25,4.33,-3.67,70,34,30.154,29.764,20.7,31.1,39.8,Rain
792,2016-03-25,-1.17,51,-10.33,29.8,9.2,13.2,57,0.51,14.48,19.81,0.25,2.89,-6.5,84,29,29.967,29.685,25.3,35.7,37.2,Rain
793,2016-03-26,-6.5,65,-12.17,30.2,1.9,3.6,105,0.0,14.48,19.81,0.0,-0.61,-12.78,80,46,30.339,29.942,10.4,17.3,30.9,No Rain
794,2016-03-27,-0.67,41,-13.28,30.1,7.7,11.1,25,0.0,14.48,19.81,0.0,6.72,-11.61,81,26,30.356,29.952,23.0,32.2,44.1,No Rain
795,2016-03-28,3.89,40,-9.39,29.8,3.3,5.4,92,0.0,14.48,19.81,0.0,11.5,-2.67,64,18,29.966,29.551,19.6,21.9,52.7,No Rain
796,2016-03-29,1.89,71,-3.17,29.5,2.1,3.5,86,1.78,16.51,21.59,0.25,10.06,-3.17,92,39,29.643,29.415,13.8,19.6,50.1,Rain
797,2016-03-30,-0.94,53,-9.61,29.7,8.1,12.0,70,0.51,17.02,22.1,0.25,2.94,-2.94,79,38,29.848,29.523,19.6,28.8,37.3,Rain
798,2016-03-31,-1.33,45,-12.06,29.9,6.2,9.6,72,0.25,17.27,22.35,0.25,2.72,-6.72,76,23,30.105,29.736,19.6,26.5,36.9,Rain
799,2016-04-01,-0.5,41,-12.83,30.2,5.6,8.7,58,0.25,0.0,22.61,0.0,8.39,-8.5,64,20,30.267,30.069,16.1,25.3,47.1,Rain
800,2016-04-02,5.89,34,-9.5,30.1,6.6,9.9,89,0.0,0.0,22.61,0.0,12.44,-2.44,60,19,30.267,29.888,17.3,24.2,54.4,No Rain
801,2016-04-03,8.0,33,-7.89,29.9,9.5,14.1,103,0.0,0.0,22.61,0.0,15.5,2.11,56,17,30.076,29.836,23.0,35.7,59.9,No Rain
802,2016-04-04,9.22,38,-5.61,30.0,4.9,7.3,101,0.0,0.0,22.61,0.0,16.44,0.11,72,19,30.153,29.757,19.6,25.3,61.6,No Rain
803,2016-04-05,4.33,45,-7.22,29.9,9.6,14.9,96,1.02,1.02,23.62,0.25,8.72,0.5,84,26,30.088,29.684,26.5,47.2,47.7,Rain
804,2016-04-06,7.94,25,-11.44,30.0,13.8,20.0,38,0.0,1.02,23.62,0.0,14.72,0.78,36,16,30.121,29.866,27.6,40.3,58.5,No Rain
805,2016-04-07,8.39,38,-5.5,30.0,4.8,7.9,104,0.0,1.02,23.62,0.0,13.44,1.61,70,19,30.116,29.875,18.4,27.6,56.2,No Rain
806,2016-04-08,5.11,53,-5.33,30.1,1.8,3.4,104,0.0,1.02,23.62,0.0,14.11,-4.89,86,18,30.222,29.897,11.5,18.4,57.4,No Rain
807,2016-04-09,8.94,45,-3.33,29.7,9.1,13.4,101,0.0,1.02,23.62,0.0,15.94,-2.94,80,25,29.924,29.477,20.7,29.9,60.7,No Rain
808,2016-04-10,7.39,54,-1.72,29.6,7.1,10.5,112,0.51,1.52,24.13,0.25,11.28,1.78,87,32,29.873,29.487,21.9,29.9,52.3,Rain
809,2016-04-11,3.94,78,0.28,30.0,2.1,3.9,113,0.0,1.52,24.13,0.0,10.94,-0.56,91,54,30.089,29.845,9.2,12.7,51.7,No Rain
810,2016-04-12,5.28,67,-1.28,30.0,3.6,5.4,102,0.25,1.78,24.38,0.25,15.44,-3.11,92,28,30.096,29.892,17.3,25.3,59.8,Rain
811,2016-04-13,7.5,57,-2.17,29.9,2.2,3.8,93,0.25,2.29,24.64,0.25,16.89,-2.11,89,22,30.096,29.744,15.0,19.6,62.4,Rain
812,2016-04-14,10.06,43,-3.78,29.6,6.4,9.4,103,0.0,2.29,24.64,0.0,17.89,1.5,76,16,29.813,29.274,20.7,27.6,64.2,No Rain
813,2016-04-15,3.67,69,-2.33,29.6,2.6,4.1,113,1.27,3.3,25.91,0.25,11.56,-0.78,90,28,29.888,29.272,11.5,19.6,52.8,Rain
814,2016-04-16,-1.61,79,-4.78,30.1,3.7,5.7,119,2.79,6.1,28.7,0.25,1.94,-2.83,90,59,30.221,29.888,18.4,24.2,35.5,Rain
815,2016-04-17,-2.44,83,-5.06,30.3,2.1,3.9,120,3.05,9.14,31.75,0.51,0.0,-4.06,89,65,30.398,30.197,12.7,17.3,32.0,Rain
816,2016-04-18,-1.39,76,-5.06,30.3,1.5,2.9,116,1.52,10.67,33.27,0.25,1.61,-4.67,87,66,30.399,30.212,9.2,13.8,34.9,Rain
817,2016-04-19,0.06,73,-4.44,30.1,2.1,3.7,113,0.25,10.92,33.53,0.25,5.78,-5.61,88,37,30.252,30.023,10.4,16.1,42.4,Rain
818,2016-04-20,4.17,62,-3.39,30.0,2.9,5.0,109,0.0,10.92,33.53,0.0,11.94,-3.0,90,27,30.089,29.897,13.8,19.6,53.5,No Rain
819,2016-04-21,6.0,60,-2.17,30.1,1.7,3.4,107,0.25,11.43,33.78,0.25,15.17,-4.06,90,26,30.145,29.983,9.2,17.3,59.3,Rain
820,2016-04-22,9.28,49,-4.17,29.9,3.3,5.2,84,0.0,11.43,33.78,0.0,21.56,-3.44,90,12,30.105,29.66,18.4,27.6,73.8,No Rain
821,2016-04-23,7.83,51,-3.67,29.6,5.0,7.9,91,0.76,12.19,34.54,0.25,20.11,0.5,82,13,29.72,29.341,24.2,40.3,72.8,Rain
822,2016-04-24,5.78,46,-5.06,29.5,10.3,15.4,93,0.0,12.19,34.54,0.0,10.11,1.67,64,33,29.72,29.339,24.2,36.8,50.2,No Rain
823,2016-04-25,7.17,54,-2.11,29.5,3.5,5.8,100,0.51,12.7,35.05,0.25,13.28,-1.61,85,32,29.724,29.316,15.0,19.6,55.9,Rain
824,2016-04-26,2.17,68,-3.67,29.5,5.3,8.5,85,4.32,17.02,39.37,0.25,7.67,-1.22,91,34,29.714,29.364,18.4,25.3,45.8,Rain
825,2016-04-27,3.44,60,-4.61,29.7,5.2,8.3,101,0.51,17.53,39.88,0.25,10.06,-3.17,91,28,29.803,29.638,17.3,25.3,50.1,Rain
826,2016-04-28,-1.56,87,-3.44,29.9,1.9,3.8,121,1.52,19.05,41.4,0.25,0.06,-2.78,92,79,30.082,29.743,6.9,11.5,32.1,Rain
827,2016-04-29,-1.17,88,-2.89,29.9,1.9,3.2,120,3.81,22.61,45.21,0.25,1.44,-2.61,91,81,30.07,29.871,9.2,11.5,34.6,Rain
828,2016-04-30,-1.67,79,-4.89,30.0,4.0,6.0,121,1.78,24.38,46.99,0.25,1.78,-3.78,90,61,30.247,29.884,18.4,21.9,35.2,Rain
829,2016-05-01,-1.94,77,-5.44,30.3,2.2,3.9,121,0.25,0.25,47.24,0.25,0.94,-3.33,83,64,30.396,30.217,13.8,18.4,33.7,Rain
830,2016-05-02,2.28,57,-6.28,30.2,2.1,4.0,105,0.0,0.25,47.24,0.0,12.17,-10.39,83,28,30.442,30.056,10.4,13.8,53.9,No Rain
831,2016-05-03,6.67,47,-6.5,30.1,2.4,4.2,109,0.0,0.25,47.24,0.0,16.06,-3.56,84,10,30.179,30.049,13.8,19.6,60.9,No Rain
832,2016-05-04,9.06,49,-2.94,30.1,1.9,3.8,118,0.0,0.25,47.24,0.0,18.94,-3.44,86,20,30.217,29.905,12.7,18.4,66.1,No Rain
833,2016-05-05,11.11,47,-2.17,29.9,1.8,3.3,120,0.0,0.25,47.24,0.0,22.28,-0.11,82,15,30.046,29.729,15.0,20.7,75.0,No Rain
834,2016-05-06,11.5,53,0.83,29.7,2.1,3.7,112,0.76,1.02,48.01,0.25,22.61,3.33,84,16,29.807,29.555,17.3,26.5,75.6,Rain
835,2016-05-07,4.61,83,1.83,29.7,4.2,6.5,89,13.72,14.73,61.72,0.25,8.22,1.61,92,58,29.856,29.633,18.4,26.5,46.8,Rain
836,2016-05-08,5.83,58,-2.0,29.6,4.8,7.4,76,2.03,16.76,63.75,0.25,10.89,2.39,75,33,29.784,29.476,19.6,28.8,51.6,Rain
837,2016-05-09,7.44,62,-0.28,29.5,6.1,9.0,70,5.08,21.59,68.83,0.25,13.72,-0.22,94,35,29.57,29.414,19.6,31.1,56.7,Rain
838,2016-05-10,7.56,54,-1.94,29.7,6.0,9.1,101,0.76,22.61,69.6,0.25,12.17,2.39,92,30,29.964,29.491,20.7,29.9,53.9,Rain
839,2016-05-11,6.11,40,-7.5,30.0,4.8,7.6,110,0.0,22.61,69.6,0.0,12.17,0.61,65,21,30.231,29.926,17.3,25.3,53.9,No Rain
840,2016-05-12,8.5,39,-7.83,30.1,5.0,8.0,114,0.0,22.61,69.6,0.0,18.72,-3.56,83,12,30.245,29.939,17.3,26.5,65.7,No Rain
841,2016-05-13,11.39,43,-3.06,29.9,5.7,8.9,109,0.0,22.61,69.6,0.0,19.33,2.56,83,14,30.046,29.803,18.4,25.3,66.8,No Rain
842,2016-05-14,4.44,80,1.22,30.1,3.6,6.0,118,0.0,22.61,69.6,0.0,9.67,1.78,90,62,30.136,29.954,19.6,24.2,49.4,No Rain
843,2016-05-15,6.06,82,3.06,29.8,3.0,4.8,119,6.6,29.21,76.2,0.76,13.5,0.67,93,53,30.023,29.663,18.4,28.8,56.3,Rain
844,2016-05-16,2.78,91,1.44,29.9,2.3,4.0,90,8.89,38.1,85.09,1.02,6.78,0.22,94,86,30.171,29.68,11.5,17.3,44.2,Rain
845,2016-05-17,1.78,88,0.0,30.2,2.2,3.9,110,0.51,38.61,85.6,0.25,3.61,0.06,92,81,30.27,30.157,9.2,11.5,38.5,Rain
846,2016-05-18,6.17,77,2.33,30.0,1.7,3.2,119,1.52,40.13,87.12,0.25,14.44,0.94,91,46,30.203,29.87,11.5,18.4,58.0,Rain
847,2016-05-19,9.39,59,0.33,29.7,4.2,6.2,319,1.02,41.15,88.14,0.25,18.83,-0.72,93,25,29.918,29.515,15.0,20.7,65.9,Rain
848,2016-05-20,12.89,50,1.67,29.6,3.6,5.9,72,0.0,41.15,88.14,0.0,19.33,3.11,86,27,29.69,29.508,12.7,19.6,66.8,No Rain
849,2016-05-21,13.22,53,2.67,29.6,2.4,4.2,111,0.0,41.15,88.14,0.0,20.72,2.72,83,18,29.748,29.406,13.8,19.6,76.8,No Rain
850,2016-05-22,12.67,41,-0.94,29.5,5.9,9.4,50,0.0,41.15,88.14,0.0,17.28,3.94,70,24,29.629,29.417,20.7,32.2,63.1,No Rain
851,2016-05-23,9.0,48,-2.17,29.7,3.3,5.5,81,0.0,41.15,88.14,0.0,15.72,0.94,86,16,29.774,29.604,16.1,20.7,60.3,No Rain
852,2016-05-24,8.56,66,2.17,29.7,2.1,4.0,110,0.0,41.15,88.14,0.0,17.28,-1.28,91,35,29.891,29.572,10.4,17.3,63.1,No Rain
853,2016-05-25,9.28,41,-5.61,29.8,5.4,8.1,360,0.0,41.15,88.14,0.0,17.94,0.28,79,15,29.887,29.668,21.9,32.2,64.3,No Rain
854,2016-05-26,6.22,66,0.0,29.8,2.2,3.7,97,0.0,41.15,88.14,0.0,13.61,-0.28,86,41,29.876,29.679,11.5,18.4,56.5,No Rain
855,2016-05-27,7.0,67,0.61,29.8,3.8,5.8,99,8.38,49.53,96.52,0.25,13.89,1.94,91,31,29.856,29.626,12.7,19.6,57.0,Rain
856,2016-05-28,9.5,54,-0.17,29.9,6.5,9.5,95,0.76,50.29,97.28,0.25,16.22,1.11,92,27,29.961,29.726,19.6,26.5,61.2,Rain
857,2016-05-29,10.67,55,0.56,29.9,3.1,4.7,99,0.76,51.05,98.04,0.25,19.61,0.78,85,22,30.104,29.815,18.4,21.9,67.3,Rain
858,2016-05-30,10.83,52,-0.22,29.8,3.9,6.1,97,0.0,51.05,98.04,0.0,19.67,1.11,87,19,29.962,29.716,23.0,32.2,67.4,No Rain
859,2016-05-31,10.06,67,4.06,29.9,3.6,6.1,115,0.0,51.05,98.04,0.0,15.0,5.11,87,46,29.938,29.752,15.0,19.6,59.0,No Rain
860,2016-06-01,11.67,66,4.89,29.9,2.6,4.5,117,1.78,1.78,99.82,0.25,18.06,5.28,92,38,30.004,29.786,13.8,18.4,64.5,Rain
861,2016-06-02,14.28,45,-0.94,29.9,3.0,5.1,106,0.0,1.78,99.82,0.0,24.44,1.83,91,13,30.022,29.752,12.7,20.7,76.2,No Rain
862,2016-06-03,15.56,42,1.61,29.8,3.4,5.8,113,0.0,1.78,99.82,0.0,25.17,6.11,65,19,29.954,29.743,13.8,19.6,77.1,No Rain
863,2016-06-04,14.83,54,4.83,30.0,2.4,4.4,112,0.0,1.78,99.82,0.0,22.0,5.61,86,31,30.112,29.898,11.5,18.4,77.3,No Rain
864,2016-06-05,14.33,56,4.5,29.9,2.3,3.8,105,0.25,2.03,100.08,0.25,24.33,4.06,87,23,29.975,29.737,11.5,18.4,77.5,Rain
865,2016-06-06,12.56,69,5.89,29.8,2.6,4.3,86,12.95,14.73,113.03,0.25,25.0,4.44,92,23,30.003,29.728,17.3,25.3,77.5,Rain
866,2016-06-07,13.33,67,6.5,29.8,2.2,3.6,76,0.25,15.24,113.28,0.25,23.33,4.5,95,28,29.973,29.652,17.3,25.3,77.5,Rain
867,2016-06-08,15.0,54,4.5,29.7,2.4,3.9,73,0.0,15.24,113.28,0.0,23.28,6.06,80,25,29.795,29.584,13.8,20.7,77.3,No Rain
868,2016-06-09,16.44,56,5.83,29.6,2.7,4.5,73,3.81,18.8,117.09,0.25,27.67,7.78,92,16,29.753,29.575,17.3,25.3,79.6,Rain
869,2016-06-10,18.06,53,5.33,29.7,2.1,3.8,95,3.81,22.61,120.9,0.25,28.78,6.22,94,13,29.903,29.589,13.8,19.6,81.0,Rain
870,2016-06-11,17.17,51,5.89,29.7,3.5,6.0,91,0.25,22.86,121.16,0.25,26.06,7.33,80,23,29.799,29.6,18.4,26.5,78.3,Rain
871,2016-06-12,15.78,60,7.0,29.8,2.6,4.6,102,0.0,22.86,121.16,0.0,23.44,8.67,86,27,29.903,29.678,12.7,20.7,77.5,No Rain
872,2016-06-13,12.11,73,7.06,29.8,2.7,4.7,93,6.6,29.72,127.76,0.25,19.94,5.83,93,36,29.929,29.678,17.3,25.3,67.9,Rain
873,2016-06-14,14.33,41,0.44,29.7,6.7,10.4,96,3.81,33.53,131.57,0.25,20.78,7.5,62,23,29.79,29.582,19.6,28.8,76.9,Rain
874,2016-06-15,17.0,38,0.78,29.6,3.3,5.8,113,0.51,33.78,132.08,0.25,25.0,5.44,70,12,29.784,29.5,13.8,25.3,77.0,Rain
875,2016-06-16,20.44,18,-6.44,29.6,6.2,9.6,114,0.0,33.78,132.08,0.0,28.0,9.56,57,8,29.726,29.486,17.3,27.6,79.9,No Rain
876,2016-06-17,17.39,43,3.56,29.8,2.3,4.2,112,0.0,33.78,132.08,0.0,25.17,7.11,76,19,29.876,29.709,17.3,20.7,77.4,No Rain
877,2016-06-18,19.0,50,6.33,29.9,2.2,4.2,109,0.0,33.78,132.08,0.0,27.67,7.61,87,9,30.04,29.747,11.5,17.3,79.7,No Rain
878,2016-06-19,18.56,43,3.0,29.9,2.5,3.9,97,0.0,33.78,132.08,0.0,28.5,9.22,76,13,29.977,29.788,15.0,20.7,80.6,No Rain
879,2016-06-20,16.78,60,8.78,30.0,2.8,4.9,109,0.0,33.78,132.08,0.0,23.33,8.0,85,32,30.033,29.847,13.8,18.4,77.5,No Rain
880,2016-06-21,22.28,42,4.06,29.7,3.6,5.8,100,0.0,33.78,132.08,0.0,33.72,8.56,94,10,29.936,29.476,16.1,26.5,88.4,No Rain
881,2016-06-22,18.5,43,4.83,29.7,3.5,5.7,115,0.76,34.54,132.84,0.25,24.33,11.56,75,21,29.918,29.511,18.4,28.8,77.5,Rain
882,2016-06-23,17.5,51,5.33,29.8,4.6,7.1,107,1.52,36.32,134.37,0.25,27.89,7.11,86,19,29.942,29.614,19.6,26.5,80.0,Rain
